Month,"Monthly sunspot number, Zurich, 1749-1983",a1,a2
1864-05,40.6,43.97777778,43.72962963
1864-06,57.8,43.14444444,43.29753086
1864-07,54.7,47.12222222,42.8037037
1864-08,54.8,48.76666667,42.98518519
1864-09,28.5,50.66666667,43.45308642
1864-10,33.9,49.25555556,44.36666667
1864-11,57.6,46.61111111,45.4345679
1864-12,28.6,47.77777778,45.99753086
1865-01,48.7,43.58888889,46.77283951
1865-02,39.3,45.02222222,46.76790123
1865-03,39.5,44.87777778,46.88395062
1865-04,29.4,42.84444444,47.07654321
1865-05,34.5,40.03333333,46.60123457
1865-06,33.6,37.77777778,45.6308642
1865-07,26.8,38.34444444,44.19876543
1865-08,37.8,37.55555556,42.98641975
1865-09,21.6,35.35555556,41.98024691
1865-10,17.1,34.57777778,40.6
1865-11,24.6,31.06666667,39.59876543
1865-12,12.8,29.43333333,38.04814815
1866-01,31.6,26.46666667,36.33209877
1866-02,38.4,26.71111111,34.51234568
1866-03,24.6,27.14444444,33.03209877
1866-04,17.6,26.14444444,31.85061728
1866-05,12.9,25.12222222,30.49506173
1866-06,16.5,22.35555556,29.11358025
1866-07,9.3,21.78888889,27.6691358
1866-08,12.7,20.92222222,26.24814815
1866-09,7.3,19.6,25.12098765
1866-10,14.1,18.98888889,24.02839506
1866-11,9,17.04444444,23.19753086
1866-12,1.5,13.77777778,22.12345679
1867-01,0,11.21111111,20.6382716
1867-02,0.7,9.255555556,18.97901235
1867-03,9.2,7.9,17.21604938
1867-04,5.1,7.088888889,15.60987654
1867-05,2.9,6.622222222,13.97654321
1867-06,1.5,5.533333333,12.38765432
1867-07,5,4.888888889,10.82469136
1867-08,4.9,3.877777778,9.258024691
1867-09,9.8,3.422222222,7.795061728
1867-10,13.5,4.344444444,6.644444444
1867-11,9.3,5.844444444,5.881481481
1867-12,25.2,6.8,5.502469136
1868-01,15.6,8.577777778,5.380246914
1868-02,15.8,9.744444444,5.545679012
1868-03,26.5,11.17777778,5.892592593
1868-04,36.6,13.95555556,6.519753086
1868-05,26.7,17.46666667,7.527160494
1868-06,31.1,19.88888889,9.037037037
1868-07,28.6,22.25555556,10.86666667
1868-08,34.4,23.93333333,12.85679012
1868-09,43.8,26.72222222,14.86666667
1868-10,61.7,28.78888889,17.08024691
1868-11,59.1,33.91111111,19.32592593
1868-12,67.6,38.72222222,22.01111111
1869-01,60.9,43.28888889,25.07160494
1869-02,59.3,45.98888889,28.3308642
1869-03,52.7,49.61111111,31.5
1869-04,41,52.01111111,34.80246914
1869-05,104,53.38888889,38.10864198
1869-06,108.4,61.12222222,41.38148148
1869-07,59.2,68.3,45.2037037
1869-08,79.6,68.02222222,49.59382716
1869-09,80.6,70.3,53.38395062
1869-10,59.4,71.74444444,56.89259259
1869-11,77.4,71.57777778,60.05432099
1869-12,104.3,73.58888889,62.89753086
1870-01,77.3,79.32222222,65.5617284
1870-02,114.9,83.35555556,68.5962963
1870-03,159.4,84.56666667,71.92592593
1870-04,160,90.23333333,74.5308642
1870-05,176,101.4333333,76.96790123
1870-06,135.6,112.1444444,80.68024691
1870-07,132.4,118.2555556,85.32962963
1870-08,153.8,126.3666667,90.49753086
1870-09,136,134.8555556,96.58518519
1870-10,146.4,138.3777778,103.3925926
1870-11,147.5,146.0555556,109.954321
1870-12,130,149.6777778,116.9209877
1871-01,88.3,146.4111111,124.1555556
1871-02,125.3,138.4444444,130.3975309
1871-03,143.2,132.8111111,134.5098765
1871-04,162.4,133.6555556,136.8061728
1871-05,145.5,136.9888889,138.517284
1871-06,91.7,136.0666667,139.6975309
1871-07,103,131.1444444,139.8320988
1871-08,110,126.3222222,139.0283951
1871-09,80.3,122.1555556,136.8358025
1871-10,89,116.6333333,133.7777778
1871-11,105.4,116.7111111,130.4691358
1871-12,90.3,114.5,128.054321
1872-01,79.5,108.6222222,126.0197531
1872-02,120.1,99.41111111,123.2382716
1872-03,88.4,96.58888889,119.062963
1872-04,102.1,96.22222222,114.6765432
1872-05,107.6,96.12222222,110.7962963
1872-06,109.9,95.85555556,107.4407407
1872-07,105.5,99.14444444,104.5185185
1872-08,92.9,100.9777778,102.5753086
1872-09,114.6,99.58888889,100.8271605
1872-10,103.5,102.2888889,99.17037037
1872-11,112,104.9555556,98.46666667
1872-12,83.9,104.0555556,99.08271605
1873-01,86.7,103.5555556,99.91234568
1873-02,107,101.8444444,100.7271605
1873-03,98.3,101.7777778,101.362963
1873-04,76.2,100.4888889,102.0209877
1873-05,47.9,97.23333333,102.1703704
1873-06,44.8,92.23333333,101.754321
1873-07,66.9,84.47777778,100.937037
1873-08,68.2,80.41111111,98.95802469
1873-09,47.5,75.54444444,96.2308642
1873-10,47.4,71.5,93.06296296
1873-11,55.4,67.13333333,89.50123457
1873-12,49.2,61.4,85.64444444
1874-01,60.8,55.94444444,81.15802469
1874-02,64.2,54.23333333,76.20864198
1874-03,46.4,56.04444444,71.4308642
1874-04,32,56.22222222,67.40987654
1874-05,44.6,52.34444444,64.27037037
1874-06,38.2,49.72222222,61.15185185
1874-07,67.8,48.68888889,58.28271605
1874-08,61.3,50.95555556,55.74814815
1874-09,28,51.61111111,53.95061728
1874-10,34.3,49.25555556,52.86296296
1874-11,28.9,46.31111111,52.11975309
1874-12,29.3,42.38888889,51.23950617
1875-01,14.6,40.48888889,49.72222222
1875-02,22.2,38.55555556,47.97407407
1875-03,33.8,36.06666667,46.44197531
1875-04,29.1,35.57777778,44.92469136
1875-05,11.5,31.27777778,43.46790123
1875-06,23.9,25.74444444,41.28148148
1875-07,12.5,25.28888889,38.40740741
1875-08,14.6,22.86666667,35.74444444
1875-09,2.4,21.27777778,33.13950617
1875-10,12.7,18.28888889,30.79382716
1875-11,17.7,18.07777778,28.32716049
1875-12,9.9,17.57777778,26.05185185
1876-01,14.3,14.92222222,23.99753086
1876-02,15,13.27777778,21.70246914
1876-03,31.2,13.66666667,19.70246914
1876-04,2.3,14.47777778,18.36049383
1876-05,5.1,13.34444444,17.15925926
1876-06,1.6,12.28888889,16.10123457
1876-07,15.2,12.2,15.10246914
1876-08,8.8,12.47777778,14.42592593
1876-09,9.9,11.48888889,13.8037037
1876-10,14.3,11.48888889,13.12716049
1876-11,9.9,11.48888889,12.74567901
1876-12,8.2,10.92222222,12.54691358
1877-01,24.4,8.366666667,12.24197531
1877-02,8.7,10.82222222,11.56296296
1877-03,11.7,11.22222222,11.28271605
1877-04,15.8,12.34444444,11.16419753
1877-05,21.2,12.41111111,11.18024691
1877-06,13.4,13.78888889,11.17283951
1877-07,5.9,14.17777778,11.42839506
1877-08,6.3,13.24444444,11.72716049
1877-09,16.4,12.84444444,11.92222222
1877-10,6.7,13.75555556,12.13580247
1877-11,14.5,11.78888889,12.7345679
1877-12,2.3,12.43333333,12.84197531
1878-01,3.3,11.38888889,12.97654321
1878-02,6,10,12.87037037
1878-03,7.8,8.311111111,12.60246914
1878-04,0.1,7.688888889,11.99382716
1878-05,5.8,7.044444444,11.27283951
1878-06,6.4,6.988888889,10.58395062
1878-07,0.1,5.877777778,9.933333333
1878-08,0,5.144444444,9.058024691
1878-09,5.3,3.533333333,8.319753086
1878-10,1.1,3.866666667,7.330864198
1878-11,4.1,3.622222222,6.495061728
1878-12,0.5,3.411111111,5.786419753
1879-01,0.8,2.6,5.241975309
1879-02,0.6,2.677777778,4.67654321
1879-03,0,2.1,4.191358025
1879-04,6.2,1.388888889,3.648148148
1879-05,2.4,2.066666667,3.149382716
1879-06,4.8,2.333333333,2.807407407
1879-07,7.5,2.277777778,2.674074074
1879-08,10.7,2.988888889,2.497530864
1879-09,6.1,3.722222222,2.427160494
1879-10,12.3,4.344444444,2.461728395
1879-11,12.9,5.622222222,2.655555556
1879-12,7.2,6.988888889,2.982716049
1880-01,24,7.788888889,3.525925926
1880-02,27.5,9.766666667,4.237037037
1880-03,19.5,12.55555556,5.092592593
1880-04,19.3,14.18888889,6.228395062
1880-05,23.5,15.5,7.551851852
1880-06,34.1,16.92222222,8.941975309
1880-07,21.9,20.03333333,10.40864198
1880-08,48.1,21.1,12.15185185
1880-09,66,25.01111111,13.87160494
1880-10,43,31.54444444,15.87407407
1880-11,30.7,33.65555556,18.51358025
1880-12,29.6,34.01111111,21.16790123
1881-01,36.4,35.13333333,23.55185185
1881-02,53.2,37.03333333,25.87901235
1881-03,51.5,40.33333333,28.27160494
1881-04,51.7,42.26666667,30.87283951
1881-05,43.5,45.57777778,33.34320988
1881-06,60.5,45.06666667,36.06296296
1881-07,76.9,44.45555556,38.29135802
1881-08,58,48.22222222,39.72592593
1881-09,53.2,51.25555556,41.34444444
1881-10,64,53.87777778,43.26049383
1881-11,54.8,56.94444444,45.34320988
1881-12,47.3,57.12222222,47.55555556
1882-01,45,56.65555556,49.42098765
1882-02,69.3,55.91111111,51.01975309
1882-03,67.5,58.77777778,52.16790123
1882-04,95.8,59.55555556,53.69135802
1882-05,64.1,61.65555556,55.3691358
1882-06,45.2,62.33333333,56.8617284
1882-07,45.4,61.44444444,58.09259259
1882-08,40.4,59.37777778,58.93333333
1882-09,57.7,57.77777778,59.2037037
1882-10,59.2,58.93333333,59.27654321
1882-11,84.4,60.51111111,59.52962963
1882-12,41.8,62.18888889,60.04074074
1883-01,60.6,59.33333333,60.41975309
1883-02,46.9,55.42222222,60.39506173
1883-03,42.8,53.51111111,59.70246914
1883-04,82.1,53.24444444,58.72222222
1883-05,32.1,57.32222222,57.81111111
1883-06,76.5,56.4,57.58271605
1883-07,80.6,58.48888889,57.42962963
1883-08,46,60.86666667,57.38024691
1883-09,52.6,56.6,57.41975309
1883-10,83.8,57.8,56.79876543
1883-11,84.5,60.37777778,56.62839506
1883-12,75.9,64.55555556,57.17901235
1884-01,91.5,68.23333333,58.40617284
1884-02,86.9,69.27777778,60.07160494
1884-03,86.8,75.36666667,61.4
1884-04,76.1,76.51111111,63.50740741
1884-05,66.5,76.01111111,65.50987654
1884-06,51.2,78.28888889,67.19259259
1884-07,53.1,78.13333333,69.60246914
1884-08,55.8,74.72222222,71.8617284
1884-09,61.9,71.53333333,73.45555556
1884-10,47.8,69.97777778,74.2308642
1884-11,36.6,65.12222222,74.42469136
1884-12,47.2,59.53333333,73.96296296
1885-01,42.8,55.13333333,72.2037037
1885-02,71.8,51.43333333,69.82839506
1885-03,49.8,52.02222222,67.09753086
1885-04,55,51.86666667,64.17901235
1885-05,73,52.07777778,61.26049383
1885-06,83.7,53.98888889,58.74444444
1885-07,66.5,56.41111111,56.79506173
1885-08,50,58.48888889,55.28765432
1885-09,39.6,59.97777778,54.55061728
1885-10,38.7,59.13333333,54.6
1885-11,33.3,58.67777778,55.04444444
1885-12,21.7,54.4,55.84938272
1886-01,29.9,51.27777778,56.11358025
1886-02,25.9,48.48888889,56.04814815
1886-03,57.3,43.25555556,55.64938272
1886-04,43.7,40.32222222,54.45679012
1886-05,30.7,37.78888889,52.6691358
1886-06,27.1,35.64444444,50.3691358
1886-07,30.3,34.25555556,47.6654321
1886-08,16.9,33.32222222,44.90123457
1886-09,21.4,31.5,42.08395062
1886-10,8.6,31.46666667,39.53950617
1886-11,0.3,29.1,37.3382716
1886-12,12.4,26.25555556,35.18395062
1887-01,10.3,21.26666667,33.29506173
1887-02,13.2,17.55555556,31.17777778
1887-03,4.2,15.61111111,28.92962963
1887-04,6.9,13.06666667,26.7037037
1887-05,20,10.46666667,24.34938272
1887-06,15.7,10.81111111,21.80987654
1887-07,23.3,10.17777778,19.51111111
1887-08,21.4,11.81111111,17.14567901
1887-09,7.4,14.15555556,15.22469136
1887-10,6.6,13.6,13.88024691
1887-11,6.9,13.18888889,13.02839506
1887-12,20.7,12.48888889,12.54320988
1888-01,12.7,14.32222222,12.1962963
1888-02,7.1,14.96666667,12.33580247
1888-03,7.8,13.53333333,12.83580247
1888-04,5.1,12.65555556,13.1382716
1888-05,7,10.63333333,13.41358025
1888-06,7.1,9.033333333,13.28271605
1888-07,3.1,9,12.71358025
1888-08,2.8,8.611111111,12.20246914
1888-09,8.8,8.155555556,11.69382716
1888-10,2.1,6.833333333,11.21234568
1888-11,10.7,5.655555556,10.38024691
1888-12,6.7,6.055555556,9.345679012
1889-01,0.8,5.933333333,8.514814815
1889-02,8.5,5.455555556,7.767901235
1889-03,7,5.622222222,7.192592593
1889-04,4.3,5.611111111,6.813580247
1889-05,2.4,5.744444444,6.437037037
1889-06,6.4,5.7,6.118518519
1889-07,9.7,5.433333333,5.845679012
1889-08,20.6,6.277777778,5.690123457
1889-09,6.5,7.377777778,5.759259259
1889-10,2.1,7.355555556,5.90617284
1889-11,0.2,7.5,6.064197531
1889-12,6.7,6.577777778,6.291358025
1890-01,5.3,6.544444444,6.397530864
1890-02,0.6,6.655555556,6.501234568
1890-03,5.1,6.455555556,6.602469136
1890-04,1.6,6.311111111,6.686419753
1890-05,4.8,5.411111111,6.783950617
1890-06,1.3,3.655555556,6.687654321
1890-07,11.6,3.077777778,6.274074074
1890-08,8.5,4.133333333,5.798765432
1890-09,17.2,5.055555556,5.424691358
1890-10,11.2,6.222222222,5.255555556
1890-11,9.6,6.877777778,5.219753086
1890-12,7.8,7.877777778,5.244444444
1891-01,13.5,8.177777778,5.402469136
1891-02,22.2,9.5,5.609876543
1891-03,10.4,11.43333333,6.064197531
1891-04,20.5,12.44444444,6.928395062
1891-05,41.1,13.43333333,7.969135802
1891-06,48.3,17.05555556,9.002469136
1891-07,58.8,20.51111111,10.33580247
1891-08,33.2,25.8,11.92345679
1891-09,53.8,28.42222222,14.02592593
1891-10,51.5,33.53333333,16.30864198
1891-11,41.9,37.75555556,19.12592593
1891-12,32.3,39.94444444,22.2654321
1892-01,69.1,42.37777778,25.43333333
1892-02,75.6,47.77777778,28.75925926
1892-03,49.9,51.61111111,32.57530864
1892-04,69.6,51.78888889,36.41481481
1892-05,79.6,52.98888889,39.89012346
1892-06,76.3,58.14444444,42.91111111
1892-07,76.8,60.64444444,46.21358025
1892-08,101.4,63.45555556,49.22592593
1892-09,62.8,70.06666667,52.08148148
1892-10,70.5,73.45555556,55.42839506
1892-11,65.4,73.61111111,58.88148148
1892-12,78.6,72.47777778,61.75185185
1893-01,75,75.66666667,64.07037037
1893-02,73,76.26666667,66.72345679
1893-03,65.7,75.53333333,69.30987654
1893-04,88.1,74.35555556,71.24197531
1893-05,84.7,75.61111111,72.7654321
1893-06,88.2,73.75555556,74.11604938
1893-07,88.8,76.57777778,74.52592593
1893-08,129.2,78.61111111,74.87283951
1893-09,77.9,85.7,75.42839506
1893-10,79.7,85.62222222,76.89753086
1893-11,75.1,86.14444444,78.0037037
1893-12,93.8,86.37777778,79.10123457
1894-01,83.2,89.5,80.30617284
1894-02,84.6,88.95555556,81.98888889
1894-03,52.3,88.94444444,83.47160494
1894-04,81.6,84.95555556,85.15925926
1894-05,101.2,84.15555556,86.09012346
1894-06,98.9,81.04444444,86.70617284
1894-07,106,83.37777778,86.18888889
1894-08,70.3,86.3,85.93950617
1894-09,65.9,85.76666667,85.95679012
1894-10,75.5,82.66666667,85.88888889
1894-11,56.6,81.81111111,85.12962963
1894-12,60,78.7,84.33580247
1895-01,63.3,79.55555556,83.19753086
1895-02,67.2,77.52222222,82.59753086
1895-03,61,73.74444444,81.86049383
1895-04,76.9,69.53333333,81.04938272
1895-05,67.5,66.3,79.51111111
1895-06,71.5,65.98888889,77.28888889
1895-07,47.8,66.61111111,75.09135802
1895-08,68.9,63.53333333,73.30740741
1895-09,57.7,64.9,71.27654321
1895-10,67.9,64.64444444,69.74320988
1895-11,47.2,65.15555556,68.08641975
1895-12,70.7,62.93333333,66.71234568
1896-01,29,64.01111111,65.51111111
1896-02,57.4,58.68888889,64.89753086
1896-03,52,57.56666667,64.05185185
1896-04,43.8,55.4,63.11604938
1896-05,27.7,54.95555556,61.87037037
1896-06,49,50.37777778,60.91728395
1896-07,45,49.41111111,59.3037037
1896-08,27.2,46.86666667,57.61111111
1896-09,61.3,44.64444444,55.57901235
1896-10,28.4,43.6,53.54691358
1896-11,38,43.53333333,51.27901235
1896-12,42.6,41.37777778,49.59506173
1897-01,40.6,40.33333333,47.7962963
1897-02,29.4,39.97777778,46.12222222
1897-03,29.1,40.16666667,44.45802469
1897-04,31,37.95555556,43.32345679
1897-05,20,36.4,42.05061728
1897-06,11.3,35.6,40.88765432
1897-07,27.6,30.04444444,39.88271605
1897-08,21.8,29.95555556,38.37654321
1897-09,48.1,28.15555556,36.86790123
1897-10,14.3,28.76666667,35.39876543
1897-11,8.4,25.84444444,34.11358025
1897-12,33.3,23.51111111,32.54320988
1898-01,30.2,23.97777778,30.69259259
1898-02,36.4,23.88888889,29.13950617
1898-03,38.3,25.71111111,27.74938272
1898-04,14.5,28.71111111,26.65061728
1898-05,25.8,27.25555556,26.50246914
1898-06,22.3,27.7,26.20246914
1898-07,9,24.83333333,26.15185185
1898-08,31.4,24.24444444,25.71481481
1898-09,34.8,26.8,25.53703704
1898-10,34.4,26.96666667,25.90246914
1898-11,30.9,27.43333333,26.2345679
1898-12,12.6,26.82222222,26.62839506
1899-01,19.5,23.96666667,26.75185185
1899-02,9.2,24.52222222,26.22469136
1899-03,18.1,22.67777778,25.92098765
1899-04,14.2,22.21111111,25.36296296
1899-05,7.7,22.78888889,25.07160494
1899-06,20.5,20.15555556,24.90987654
1899-07,13.5,18.56666667,24.17160494
1899-08,2.9,16.24444444,23.2382716
1899-09,8.4,13.13333333,21.99506173
1899-10,13,12.66666667,20.47407407
1899-11,7.8,11.94444444,19.21851852
1899-12,10.5,11.78888889,17.82098765
Jan-00,9.4,10.94444444,16.61111111
Feb-00,13.6,10.41111111,15.35925926
Mar-00,8.6,11.06666667,13.98395062
Apr-00,16,9.744444444,12.97407407
May-00,15.2,10.02222222,11.99382716
Jun-00,12.1,11.38888889,11.30246914
Jul-00,8.3,11.8,11.10864198
Aug-00,4.3,11.27777778,11.01234568
Sep-00,8.3,10.88888889,10.9382716
Oct-00,12.9,10.64444444,10.8382716
Nov-00,4.5,11.03333333,10.80493827
Dec-00,0.3,10.02222222,10.87407407
1-Jan,0.2,9.1,10.75802469
1-Feb,2.4,7.344444444,10.68641975
1-Mar,4.5,5.922222222,10.38888889
1-Apr,0,5.077777778,9.781481481
1-May,10.2,4.155555556,9.034567901
1-Jun,5.8,4.811111111,8.243209877
1-Jul,0.7,4.533333333,7.567901235
1-Aug,1,3.177777778,6.888888889
1-Sep,0.6,2.788888889,6.016049383
1-Oct,3.7,2.822222222,5.212345679
1-Nov,3.8,3.211111111,4.514814815
1-Dec,0,3.366666667,4.055555556
2-Jan,5.2,2.866666667,3.771604938
2-Feb,0,3.444444444,3.525925926
2-Mar,12.4,2.311111111,3.44691358
2-Apr,0,3.044444444,3.169135802
2-May,2.8,2.966666667,3.003703704
2-Jun,1.4,3.166666667,2.980246914
2-Jul,0.9,3.255555556,3.022222222
2-Aug,2.3,2.944444444,3.07037037
2-Sep,7.6,2.777777778,3.040740741
2-Oct,16.3,3.622222222,2.975308642
2-Nov,10.3,4.855555556,3.059259259
2-Dec,1.1,6,3.216049383
3-Jan,8.3,4.744444444,3.625925926
3-Feb,17,5.666666667,3.814814815
3-Mar,13.5,7.244444444,4.114814815
3-Apr,26.1,8.588888889,4.567901235
3-May,14.6,11.38888889,5.160493827
3-Jun,16.3,12.75555556,6.098765432
3-Jul,27.9,13.72222222,7.207407407
3-Aug,28.8,15.01111111,8.32962963
3-Sep,11.1,17.06666667,9.458024691
3-Oct,38.9,18.17777778,10.68765432
3-Nov,44.5,21.57777778,12.18024691
3-Dec,45.6,24.63333333,13.94814815
4-Jan,31.6,28.2,15.88024691
4-Feb,24.5,28.81111111,18.05925926
4-Mar,37.2,29.91111111,19.99506173
4-Apr,43,32.23333333,21.90123457
4-May,39.5,33.91111111,23.95802469
4-Jun,41.9,35.1,26.05802469
4-Jul,50.6,38.52222222,28.0617284
4-Aug,58.2,39.82222222,30.32222222
4-Sep,30.1,41.34444444,32.34938272
4-Oct,54.2,39.62222222,34.20617284
4-Nov,38,42.13333333,35.47530864
4-Dec,54.6,43.63333333,36.95555556
5-Jan,54.8,45.56666667,38.48024691
5-Feb,85.8,46.87777778,39.9617284
5-Mar,56.5,52.02222222,41.40246914
5-Apr,39.3,53.64444444,43.28271605
5-May,48,52.38888889,44.96296296
5-Jun,49,51.25555556,46.35925926
5-Jul,73,53.35555556,47.46049383
5-Aug,58.8,55.44444444,48.98641975
5-Sep,55,57.75555556,50.4654321
5-Oct,78.7,57.8,52.0345679
5-Nov,107.2,60.45555556,53.39382716
5-Dec,55.5,62.83333333,54.90246914
6-Jan,45.5,62.72222222,56.1037037
6-Feb,31.3,63.41111111,57.11234568
6-Mar,64.5,61.55555556,58.33703704
6-Apr,55.3,63.27777778,59.48148148
6-May,57.7,61.31111111,60.58395062
6-Jun,63.2,61.18888889,61.23580247
6-Jul,103.6,62.1,61.61728395
6-Aug,47.7,64.86666667,62.09506173
6-Sep,56.1,58.25555556,62.58518519
6-Oct,17.8,58.32222222,62.07654321
6-Nov,38.9,55.24444444,61.58765432
6-Dec,64.7,56.08888889,60.68024691
7-Jan,76.4,56.11111111,60.07283951
7-Feb,108.2,58.45555556,59.27654321
7-Mar,60.7,64.06666667,58.95925926
7-Apr,52.6,63.78888889,59.27901235
7-May,42.9,58.12222222,59.46666667
7-Jun,40.4,57.58888889,58.71728395
7-Jul,49.7,55.84444444,58.64320988
7-Aug,54.3,59.38888889,58.36790123
7-Sep,85,61.1,58.82839506
7-Oct,65.4,63.35555556,59.38518519
7-Nov,61.5,62.13333333,60.19012346
7-Dec,47.3,56.94444444,60.59876543
8-Jan,39.2,55.45555556,59.80740741
8-Feb,33.9,53.96666667,58.88148148
8-Mar,28.7,52.96666667,58.41975309
8-Apr,57.6,51.66666667,57.90617284
8-May,40.8,52.54444444,57.44197531
8-Jun,48.1,51.04444444,56.68148148
8-Jul,39.5,46.94444444,55.56419753
8-Aug,90.5,44.06666667,53.74074074
8-Sep,86.9,47.28888889,51.73333333
8-Oct,32.3,51.68888889,50.66049383
8-Nov,45.5,50.92222222,50.24197531
8-Dec,39.5,52.21111111,49.9037037
9-Jan,56.7,53.41111111,49.81975309
9-Feb,46.6,53.31111111,50.01358025
9-Mar,66.3,53.95555556,50.09876543
9-Apr,32.3,55.97777778,50.42222222
9-May,36,55.17777778,51.42592593
9-Jun,22.6,49.12222222,52.66049383
9-Jul,35.8,41.97777778,52.86419753
9-Aug,23.1,42.36666667,51.78518519
9-Sep,38.8,39.87777778,50.8345679
9-Oct,58.4,39.8,49.46419753
9-Nov,55.8,39.98888889,47.95185185
9-Dec,54.2,41.01111111,46.47160494
10-Jan,26.4,39.66666667,45.03333333
10-Feb,31.5,39.01111111,43.22098765
10-Mar,21.4,38.51111111,41.42469136
10-Apr,8.4,38.37777778,40.24567901
10-May,22.2,35.33333333,39.84567901
10-Jun,12.3,35.23333333,39.06419753
10-Jul,14.1,32.28888889,38.54814815
10-Aug,11.5,27.36666667,37.71358025
10-Sep,26.2,22.44444444,36.31111111
10-Oct,38.3,19.33333333,34.24814815
10-Nov,4.9,20.65555556,31.98888889
10-Dec,5.8,17.7,29.94938272
11-Jan,3.4,15.96666667,27.63703704
11-Feb,9,15.41111111,25.14691358
11-Mar,7.8,13.94444444,22.93333333
11-Apr,16.5,13.44444444,20.56790123
11-May,9,13.71111111,18.47407407
11-Jun,2.2,13.43333333,16.95679012
11-Jul,3.5,10.76666667,15.95555556
11-Aug,4,6.9,15.0037037
11-Sep,4,6.8,13.47530864
11-Oct,2.6,6.6,12.26419753
11-Nov,4.2,6.511111111,11.22345679
11-Dec,2.2,5.977777778,10.2345679
12-Jan,0.3,5.355555556,9.349382716
12-Feb,0,3.555555556,8.450617284
12-Mar,4.9,2.555555556,7.322222222
12-Apr,4.5,2.855555556,6.113580247
12-May,4.4,2.966666667,5.234567901
12-Jun,4.1,3.011111111,4.797530864
12-Jul,3,3.022222222,4.37654321
12-Aug,0.3,3.066666667,3.979012346
12-Sep,9.5,2.633333333,3.596296296
12-Oct,4.6,3.444444444,3.224691358
12-Nov,1.1,3.922222222,3.012345679
12-Dec,6.4,4.044444444,3.05308642
13-Jan,2.3,4.211111111,3.218518519
13-Feb,2.9,3.966666667,3.369135802
13-Mar,0.5,3.8,3.480246914
13-Apr,0.9,3.4,3.567901235
13-May,0,3.166666667,3.609876543
13-Jun,0,3.133333333,3.620987654
13-Jul,1.7,2.077777778,3.67654321
13-Aug,0.2,1.755555556,3.524691358
13-Sep,1.2,1.655555556,3.283950617
13-Oct,3.1,1.077777778,3.018518519
13-Nov,0.7,1.166666667,2.67037037
13-Dec,3.8,0.922222222,2.359259259
14-Jan,2.8,1.288888889,2.039506173
14-Feb,2.6,1.5,1.804938272
14-Mar,3.1,1.788888889,1.619753086
14-Apr,17.3,2.133333333,1.47037037
14-May,5.2,3.866666667,1.47654321
14-Jun,11.4,4.422222222,1.711111111
14-Jul,5.4,5.555555556,2.018518519
14-Aug,7.7,5.811111111,2.516049383
14-Sep,12.7,6.588888889,3.032098765
14-Oct,8.2,7.577777778,3.661728395
14-Nov,16.4,8.177777778,4.360493827
14-Dec,22.3,9.711111111,5.102469136
15-Jan,23,11.84444444,5.982716049
15-Feb,42.3,12.47777778,7.061728395
15-Mar,38.8,16.6,8.018518519
15-Apr,41.3,19.64444444,9.371604938
15-May,33,23.63333333,10.93703704
15-Jun,68.8,26.44444444,12.91728395
15-Jul,71.6,32.67777778,15.12345679
15-Aug,69.6,39.72222222,17.91234568
15-Sep,49.5,45.63333333,21.41728395
15-Oct,53.5,48.65555556,25.40864198
15-Nov,42.5,52.04444444,29.49876543
15-Dec,34.5,52.06666667,33.89506173
16-Jan,45.3,51.58888889,37.83580247
16-Feb,55.4,52.03333333,41.38518519
16-Mar,67,54.52222222,44.54074074
16-Apr,71.8,54.32222222,47.66049383
16-May,74.5,54.34444444,50.0654321
16-Jun,67.7,54.88888889,51.69012346
16-Jul,53.5,56.91111111,52.71851852
16-Aug,35.2,56.91111111,53.63580247
16-Sep,45.1,56.1,54.17654321
16-Oct,50.7,57.27777778,54.62469136
16-Nov,65.6,57.87777778,55.25679012
16-Dec,53,59.01111111,55.90617284
17-Jan,74.7,57.45555556,56.40493827
17-Feb,71.9,57.77777778,56.75308642
17-Mar,94.8,57.48888889,57.1345679
17-Apr,74.7,60.5,57.42345679
17-May,114.1,62.85555556,57.82222222
17-Jun,114.9,71.62222222,58.48271605
17-Jul,119.8,79.37777778,60.20740741
17-Aug,154.5,87.05555556,62.66296296
17-Sep,129.4,96.93333333,65.90493827
17-Oct,72.2,105.4222222,70.11851852
17-Nov,96.4,105.1444444,75.44814815
17-Dec,129.3,107.8666667,80.71111111
18-Jan,96,111.7,86.30864198
18-Feb,65.3,114.0666667,91.99753086
18-Mar,72.2,108.6444444,97.68765432
18-Apr,80.5,103.9,101.8012346
18-May,76.7,99.53333333,104.5259259
18-Jun,59.4,90.88888889,105.9123457
18-Jul,107.6,83.11111111,105.2407407
18-Aug,101.7,87.04444444,102.7617284
18-Sep,79.9,87.63333333,100.7506173
18-Oct,85,82.14444444,98.50246914
18-Nov,83.4,80.92222222,95.21851852
18-Dec,59.2,82.93333333,91.53580247
19-Jan,48.1,81.48888889,88.67901235
19-Feb,79.5,77.88888889,86.18888889
19-Mar,66.5,78.2,83.78395062
19-Apr,51.8,78.98888889,82.37407407
19-May,88.1,72.78888889,81.91604938
19-Jun,111.2,71.27777778,80.33209877
19-Jul,64.7,74.75555556,78.51481481
19-Aug,69,72.5,77.69382716
19-Sep,54.7,70.9,76.75802469
19-Oct,52.8,70.4,75.42098765
19-Nov,42,70.92222222,74.18888889
19-Dec,34.9,66.75555556,73.41481481
20-Jan,51.1,63.24444444,72.14320988
